team,playerId,name,등번호,생년월일,포지션,신장/체중,경력,입단 계약금,연봉,지명순위,입단년도
롯데,52516,조세진,No. 5,2003년 11월 21일,외야수(우투우타),181cm/86kg,장안초(성남중원구리틀)-선린중-서울고-롯데-상무,13000만원,4000만원,22 롯데 2차 1라운드 4순위,22롯데
롯데,76650,진해수,No. 31,1986년 06월 26일,투수(좌투좌타),187cm/85kg,동삼초-경남중-부경고-KIA-상무-KIA-SK-LG,4000만원,7000만원,05 KIA 2차 7라운드 50순위,06KIA
롯데,50556,최준용,No. 56,2001년 10월 10일,투수(우투우타),185cm/85kg,부산수영초-대천중-경남고,25000만원,11000만원,20 롯데 1차,20롯데
롯데,62884,최항,No. 14,1994년 01월 03일,내야수(우투좌타),183cm/88kg,대일초-매송중-유신고-SK-SSG,,5000만원,12 SK 8라운드 70순위,17SK
롯데,55506,한승현,No. 35,2006년 10월 29일,외야수(우투우타),183cm/80kg,신양초(강동구리틀)-건대부중-장충고,3000만원,3000만원,25 롯데 9라운드 84순위,25롯데
롯데,52568,한태양,No. 6,2003년 09월 15일,내야수(우투우타),181cm/76kg,역삼초-언북중-덕수고-롯데-상무,5000만원,3800만원,22 롯데 2차 6라운드 54순위,22롯데
롯데,62363,한현희,No. 1,1993년 06월 25일,투수(우언우타),182cm/98kg,동삼초-경남중-경남고-히어로즈-키움,23000만원,100000만원,12 넥센 1라운드 2순위,12넥센
롯데,68260,현도훈,No. 17,1993년 01월 13일,투수(우투좌타),188cm/95kg,풍양초(남양주리틀)-서울신일중-일본 교토고쿠사이고-일본 큐슈교리츠대-두,,3300만원,18 두산 육성선수,18두산
롯데,50596,홍민기,No. 38,2001년 07월 20일,투수(좌투좌타),185cm/85kg,법동초-한밭중-대전고,16000만원,3100만원,20 롯데 2차 1라운드 4순위,20롯데
롯데,50500,황성빈,No. 0,1997년 12월 19일,외야수(우투좌타),172cm/76kg,관산초-안산중앙중-소래고-경남대,7000만원,15500만원,20 롯데 2차 5라운드 44순위,22롯데
KIA,61353,고종욱,No. 57,1989년 01월 11일,외야수(우투좌타),184cm/83kg,역삼초-대치중-경기고-한양대-히어로즈-상무-히어로즈-SK-SSG,8000만원,15000만원,11 넥센 3라운드 19순위,11넥센
KIA,53609,곽도규,No. 0,2004년 04월 12일,투수(좌투좌타),185cm/90kg,도척초-공주중-공주고,6000만원,12000만원,23 KIA 5라운드 42순위,23KIA
KIA,76225,김건국,No. 43,1988년 02월 02일,투수(우투우타),183cm/86kg,한서초(서부리틀)-청량중-덕수고-두산-KT-롯데,13000만원,4500만원,06 두산 2차 1라운드 6순위,06두산
KIA,66614,김규성,No. 14,1997년 03월 08일,내야수(우투좌타),185cm/88kg,갈산초-선린중-선린인터넷고,4000만원,6500만원,16 KIA 2차 7라운드 63순위,17KIA
KIA,69620,김기훈,No. 53,2000년 01월 03일,투수(좌투좌타),184cm/93kg,광주수창초-무등중-광주동성고-KIA-상무,35000만원,5500만원,19 KIA 1차,19KIA
KIA,60337,김대유,No. 69,1991년 05월 08일,투수(좌투좌타),187cm/92kg,부산중앙초-부산중-부산고-히어로즈-SK-KT-LG,6000만원,12000만원,10 넥센 3라운드 18순위,10넥센
KIA,52605,김도영,No. 5,2003년 10월 02일,내야수(우투우타),183cm/85kg,광주대성초-광주동성중-광주동성고,40000만원,50000만원,22 KIA 1차,22KIA
KIA,69745,김도현,No. 60,2000년 09월 15일,투수(우투우타),183cm/87kg,길원초(동대문구리틀)-잠신중-신일고-한화,8000만원,9000만원,19 한화 2차 4라운드 33순위,19한화
KIA,54608,김민재,No. 30,2003년 07월 08일,투수(우투우타),188cm/85kg,효제초-청량중-신일고-동원과학기술대-KIA-상무,4000만원,3100만원,24 KIA 8라운드 76순위,24KIA
KIA,54645,김민주,No. 49,2002년 09월 08일,투수(우투우타),182cm/85kg,서울청담초(성동구리틀)-건대부중-배명고-강릉영동대,5000만원,3100만원,24 KIA 7라운드 66순위,24KIA
KIA,63894,김사윤,No. 21,1994년 06월 08일,투수(좌투좌타),182cm/90kg,광주화정초-무등중-화순고-SK-상무-SK-SSG,8000만원,4000만원,13 SK 3라운드 28순위,15SK
KIA,67610,김석환,No. 35,1999년 02월 28일,외야수(좌투좌타),187cm/97kg,광주서석초-광주동성중-광주동성고,9000만원,4000만원,17 KIA 2차 3라운드 24순위,17KIA
KIA,78603,김선빈,No. 3,1989년 12월 18일,내야수(우투우타),165cm/77kg,화순초-화순중-화순고-KIA-상무,3000만원,60000만원,08 KIA 2차 6라운드 43순위,08KIA
KIA,66492,김승현,No. 24,1992년 07월 09일,투수(우투우타),180cm/105kg,노암초-경포중-강릉고-건국대-삼성-상무-삼성,13000만원,4600만원,16 삼성 2차 1라운드 10순위,16삼성
KIA,68928,김시훈,No. 61,1999년 02월 24일,투수(우투우타),188cm/95kg,양덕초-마산동중-마산고-NC,20000만원,13500만원,18 NC 1차,18NC
KIA,55646,김정엽,No. 46,2006년 04월 18일,투수(우투우타),185cm/96kg,부산수영초-개성중-부산고,7000만원,3000만원,25 KIA 5라운드 45순위,25KIA
KIA,78122,김태군,No. 42,1989년 12월 30일,포수(우투우타),182cm/92kg,양정초-대동중-부산고-LG-NC-경찰-NC-삼성,8000만원,70000만원,08 LG 2차 3라운드 17순위,08LG
KIA,55610,김태형,No. 10,2006년 12월 15일,투수(우투우타),184cm/95kg,화순초-거원중-덕수고,30000만원,3000만원,25 KIA 1라운드 5순위,25KIA
KIA,69516,김현수,No. 32,2000년 07월 10일,투수(우투우타),185cm/90kg,효제초-홍은중-장충고-롯데-KIA-상무,9000만원,4500만원,19 롯데 2차 3라운드 28순위,19롯데
KIA,65653,김호령,No. 27,1992년 04월 30일,외야수(우투우타),178cm/85kg,관산초-안산중앙중-군산상고-동국대-KIA-경찰,3000만원,8000만원,15 KIA 2차 10라운드 102순위,15KIA
KIA,62947,나성범,No. 47,1989년 10월 03일,외야수(좌투좌타),183cm/100kg,광주대성초-진흥중-진흥고-연세대-NC,30000만원,80000만원,12 NC 2라운드 10순위,12NC
KIA,54640,네일,No. 40,1993년 02월 08일,투수(우투우타),193cm/83kg,미국 Alabama at Birmingham(대),200000달러,1200000달러,24 KIA 자유선발,24KIA
KIA,50657,박민,No. 2,2001년 06월 05일,내야수(우투우타),184cm/84kg,갈산초-성남중-야탑고-KIA-상무,15000만원,3800만원,20 KIA 2차 1라운드 6순위,20KIA
KIA,55636,박재현,No. 36,2006년 12월 08일,외야수(우투좌타),180cm/73kg,동막초-재능중-인천고,10000만원,3000만원,25 KIA 3라운드 25순위,25KIA
KIA,67609,박정우,No. 15,1998년 02월 01일,외야수(좌투좌타),175cm/68kg,역삼초-언북중-덕수고,5000만원,6500만원,17 KIA 2차 7라운드 64순위,21KIA
KIA,63638,박준표,No. 31,1992년 06월 26일,투수(우언우타),181cm/93kg,송정동초-진흥중-중앙고-동강대-KIA-경찰,4000만원,7500만원,13 KIA 7라운드 62순위,13KIA
KIA,64646,박찬호,No. 1,1995년 06월 05일,내야수(우투우타),178cm/72kg,신답초-건대부중-장충고,8000만원,45000만원,14 KIA 2차 5라운드 50순위,14KIA
KIA,55637,박헌,No. 67,2006년 01월 05일,외야수(좌투좌타),185cm/90kg,광주수창초-충장중-광주제일고,3000만원,3000만원,25 KIA 11라운드 105순위,25KIA
KIA,69727,변우혁,No. 29,2000년 03월 18일,내야수(우투우타),185cm/100kg,일산초-현도중-북일고-한화-상무-한화,18000만원,8500만원,19 한화 1차,19한화
KIA,78168,서건창,No. 58,1989년 08월 22일,내야수(우투좌타),176cm/84kg,송정동초-충장중-광주제일고-LG-히어로즈-키움-LG,,12000만원,08 LG 육성선수,08LG
KIA,54610,성영탁,No. 65,2004년 07월 28일,투수(우투우타),180cm/89kg,동주초(부산서구리틀)-개성중-부산고,3000만원,3000만원,24 KIA 10라운드 96순위,25KIA
KIA,55659,양수호,No. 59,2006년 09월 09일,투수(우투우타),187cm/82kg,보성초(대전중구리틀)-공주중-공주고,8000만원,3000만원,25 KIA 4라운드 35순위,25KIA
KIA,77637,양현종,No. 54,1988년 03월 01일,투수(좌투좌타),183cm/91kg,학강초-광주동성중-광주동성고-KIA-텍사스,20000만원,50000만원,07 KIA 2차 1라운드 1순위,07KIA
KIA,69636,오선우,No. 56,1996년 12월 13일,내야수(좌투좌타),186cm/95kg,성동초-자양중-배명고-인하대,5000만원,3400만원,19 KIA 2차 5라운드 50순위,19KIA
KIA,55633,올러,No. 33,1994년 10월 17일,투수(우투우타),193cm/102kg,미국 Northwestern State(대),200000달러,600000달러,25 KIA 자유선발,25KIA
KIA,55645,위즈덤,No. 45,1991년 08월 27일,내야수(우투우타),188cm/99kg,미국 Saint Mary's(대),200000달러,800000달러,25 KIA 자유선발,25KIA
KIA,67640,유승철,No. 50,1998년 03월 02일,투수(우투양타),184cm/87kg,순천북초-순천이수중-효천고,18000만원,3800만원,17 KIA 1차,17KIA
KIA,50604,유지성,No. 4,2000년 11월 15일,투수(좌투좌타),189cm/94kg,수유초-자양중-북일고,7000만원,3200만원,20 KIA 2차 4라운드 36순위,20KIA
KIA,52667,윤도현,No. 9,2003년 05월 07일,내야수(우투우타),181cm/84kg,광주화정초-무등중-광주제일고,10000만원,3200만원,22 KIA 2차 2라운드 15순위,22KIA
KIA,53613,윤영철,No. 13,2004년 04월 20일,투수(좌투좌타),187cm/87kg,창서초(서대문구리틀)-충암중-충암고,32000만원,12000만원,23 KIA 1라운드 2순위,23KIA
KIA,68619,윤중현,No. 19,1995년 04월 25일,투수(우언우타),180cm/84kg,광주서석초-무등중-광주제일고-성균관대,4000만원,6000만원,18 KIA 2차 9라운드 86순위,21KIA
KIA,53615,이도현,No. 66,2005년 01월 07일,투수(우투우타),188cm/90kg,가동초-휘문중-휘문고,4000만원,3000만원,23 KIA 7라운드 62순위,25KIA
KIA,55632,이성원,No. 6,2006년 05월 18일,투수(우투우타),184cm/90kg,호동초(화성B리틀)-안산중앙중-유신고,3000만원,3000만원,25 KIA 10라운드 95순위,25KIA
KIA,51648,이의리,No. 48,2002년 06월 16일,투수(좌투좌타),185cm/90kg,광주수창초-충장중-광주제일고,30000만원,17000만원,21 KIA 1차,21KIA
KIA,65665,이준영,No. 20,1992년 08월 10일,투수(좌투좌타),177cm/85kg,군산남초-군산중-군산상고-중앙대-KIA-상무,8000만원,17000만원,15 KIA 2차 4라운드 42순위,15KIA
KIA,64560,이창진,No. 8,1991년 03월 04일,외야수(우투우타),173cm/85kg,신도초-동인천중-인천고-건국대-롯데-KT-상무-KT,5000만원,14000만원,14 롯데 2차 6라운드 60순위,14롯데
KIA,62951,이형범,No. 28,1994년 02월 27일,투수(우투우타),181cm/80kg,화순초-화순중-화순고-NC-경찰-NC-두산,7000만원,6500만원,12 NC 특별 23순위,12NC
KIA,55663,이호민,No. 63,2006년 08월 26일,투수(우투우타),182cm/85kg,해남북일초(해남군리틀)-이평중-전주고,15000만원,3000만원,25 KIA 2라운드 15순위,25KIA
KIA,62754,임기영,No. 17,1993년 04월 16일,투수(우언우타),184cm/86kg,대구수창초-경운중-경북고-한화-상무,11000만원,30000만원,12 한화 2라운드 18순위,12한화
KIA,50641,장재혁,No. 38,2001년 08월 02일,투수(우투우타),180cm/86kg,부산금강초-대신중-경남고,5000만원,3100만원,20 KIA 2차 6라운드 56순위,22KIA
KIA,66609,전상현,No. 51,1996년 04월 18일,투수(우투우타),182cm/88kg,남도초-경복중-대구상원고-KIA-상무,7000만원,30000만원,16 KIA 2차 4라운드 38순위,16KIA
KIA,50662,정해영,No. 62,2001년 08월 23일,투수(우투우타),189cm/98kg,광주대성초-광주동성중-광주제일고,20000만원,36000만원,20 KIA 1차,20KIA
KIA,53659,정해원,No. 64,2004년 05월 21일,내야수(우투우타),185cm/87kg,제주신광초-덕수중-휘문고,10000만원,3100만원,23 KIA 3라운드 22순위,23KIA
KIA,55926,정현창,No. 12,2006년 07월 14일,내야수(우투좌타),177cm/70kg,김해부곡초-부산토현중-부산공고-NC,5000만원,3000만원,25 NC 7라운드 67순위,25NC
KIA,63342,조상우,No. 11,1994년 09월 04일,투수(우투우타),186cm/97kg,서화초-상인천중-대전고-히어로즈-키움,25000만원,40000만원,13 넥센 1라운드 1순위,13넥센
KIA,66354,주효상,No. 22,1997년 11월 11일,포수(우투좌타),183cm/95kg,역북초-강남중-서울고-히어로즈-키움,20000만원,4400만원,16 넥센 1차,16넥센
KIA,65464,최정용,No. 23,1996년 10월 24일,내야수(우투좌타),179cm/84kg,서원초-세광중-세광고-삼성-SK-상무,11000만원,4500만원,15 삼성 2차 2라운드 15순위,15삼성
KIA,52639,최지민,No. 39,2003년 09월 10일,투수(좌투좌타),185cm/100kg,강릉율곡초(강릉리틀)-경포중-강릉고,15000만원,12000만원,22 KIA 2차 1라운드 5순위,22KIA
KIA,72443,최형우,No. 34,1983년 12월 16일,외야수(우투좌타),180cm/106kg,진북초-전주동중-전주고-삼성-경찰-삼성,5000만원,100000만원,02 삼성 2차 6라운드 48순위,02삼성
KIA,63722,한승택,No. 26,1994년 06월 21일,포수(우투우타),174cm/83kg,잠전초(남양주리틀)-잠신중-덕수고-한화-경찰,9000만원,6500만원,13 한화 3라운드 23순위,13한화
KIA,51994,한재승,No. 25,2001년 11월 21일,투수(우투우타),180cm/90kg,동막초-상인천중-인천고-NC,7000만원,7500만원,21 NC 2차 4라운드 36순위,21NC
KIA,68646,한준수,No. 55,1999년 02월 13일,포수(우투좌타),184cm/95kg,광주서석초-광주동성중-광주동성고,16000만원,14000만원,18 KIA 1차,18KIA
KIA,69643,홍원빈,No. 30,2000년 10월 16일,투수(우투우타),195cm/101kg,안말초-강남중-덕수고,13000만원,3000만원,19 KIA 2차 1라운드 10순위,19KIA
KIA,65610,황대인,No. 52,1996년 02월 10일,내야수(우투우타),178cm/100kg,군산신풍초-자양중-경기고-KIA-상무,16000만원,7000만원,15 KIA 2차 1라운드 2순위,15KIA
KIA,52641,황동하,No. 41,2002년 07월 30일,투수(우투우타),183cm/96kg,진북초-전라중-인상고,4000만원,10000만원,22 KIA 2차 7라운드 65순위,23KIA
두산,63123,강승호,No. 23,1994년 02월 09일,내야수(우투우타),178cm/88kg,순천북초-천안북중-북일고-LG-경찰-LG-SK,20000만원,37000만원,13 LG 1라운드 3순위,13LG
두산,51269,강현구,No. 60,2002년 06월 16일,외야수(우투우타),186cm/98kg,서울도림초(인천남동구리틀)-동산중-인천고,7000만원,3000만원,21 두산 2차 3라운드 30순위,21두산
두산,72523,고효준,No. 35,1983년 02월 08일,투수(좌투좌타),179cm/81kg,서원초-세광중-세광고-롯데-SK-KIA-롯데-LG-SSG,11000만원,8000만원,02 롯데 2차 1라운드 6순위,02롯데
두산,68220,곽빈,No. 47,1999년 05월 28일,투수(우투우타),187cm/95kg,서울학동초-자양중-배명고,30000만원,38000만원,18 두산 1차,18두산
두산,66112,김기연,No. 45,1997년 09월 07일,포수(우투우타),178cm/106kg,광주수창초-진흥중-진흥고-LG,7000만원,11000만원,16 LG 2차 4라운드 34순위,17LG
두산,69238,김대한,No. 27,2000년 12월 06일,외야수(우투우타),185cm/83kg,숭인초(강북구리틀)-덕수중-휘문고,35000만원,4200만원,19 두산 1차,19두산
두산,52267,김동준,No. 48,2002년 09월 04일,내야수(좌투좌타),193cm/100kg,군산신풍초-군산중-군산상고,13000만원,3000만원,22 두산 2차 1라운드 9순위,22두산
두산,67246,김명신,No. 46,1993년 11월 29일,투수(우투우타),178cm/90kg,남도초-대구중-경북고-경성대,10000만원,16500만원,17 두산 2차 2라운드 20순위,17두산
두산,68200,김민규,No. 19,1999년 05월 07일,투수(우투좌타),183cm/90kg,장평초(광진구리틀)-잠신중-휘문고-두산-상무,8000만원,4200만원,18 두산 2차 3라운드 30순위,18두산
두산,53554,김민석,No. 2,2004년 05월 09일,외야수(우투좌타),185cm/83kg,신도초-휘문중-휘문고-롯데,25000만원,7500만원,23 롯데 1라운드 3순위,23롯데
두산,65269,김민혁,No. 10,1996년 05월 03일,내야수(우투우타),188cm/100kg,광주대성초-광주동성중-광주동성고,10000만원,3420만원,15 두산 2차 2라운드 16순위,17두산
두산,55216,김성재,No. 97,2006년 05월 16일,포수(우투우타),182cm/98kg,온곡초(남양주야놀유소년)-청원중-선린인터넷고,4000만원,3000만원,25 두산 8라운드 76순위,25두산
두산,53262,김유성,No. 20,2002년 01월 01일,투수(우투우타),190cm/98kg,김해삼성초-내동중-김해고-고려대(얼리 드래프트),15000만원,3300만원,23 두산 2라운드 19순위,23두산
두산,63257,김인태,No. 33,1994년 07월 03일,외야수(좌투좌타),178cm/78kg,포항제철서초-천안북중-북일고-두산-경찰,20000만원,7200만원,13 두산 1라운드 4순위,13두산
두산,78224,김재환,No. 32,1988년 09월 22일,외야수(우투좌타),183cm/90kg,영랑초-상인천중-인천고-두산-상무,15000만원,100000만원,08 두산 2차 1라운드 4순위,08두산
두산,68830,김정우,No. 30,1999년 05월 15일,투수(우투우타),183cm/87kg,소래초-동산중-동산고-SK-상무-SSG,16000만원,3000만원,18 SK 1차,18SK
두산,55226,김준상,No. 94,2004년 08월 02일,내야수(우투좌타),184cm/75kg,부천상일초(부천원미리틀)-모가중-유신고-동의과학대,,3000만원,25 두산 육성선수,25두산
두산,54263,김택연,No. 63,2005년 06월 03일,투수(우투우타),181cm/88kg,동막초-상인천중-인천고,35000만원,14000만원,24 두산 1라운드 2순위,24두산
두산,55221,김한중,No. 95,2004년 11월 03일,투수(우투우타),183cm/89kg,고명초-덕수중-경기상고-여주대,,3000만원,25 두산 육성선수,25두산
두산,68269,김호준,No. 56,1998년 05월 17일,투수(좌투좌타),180cm/82kg,원주일산초-성남성일중-안산공고,,3300만원,18 두산 육성선수,19두산
두산,54219,류현준,No. 11,2005년 03월 25일,포수(우투우타),182cm/92kg,문정초(송파구리틀)-배재중-장충고,3000만원,3100만원,24 두산 10라운드 92순위,24두산
두산,64468,박계범,No. 14,1996년 01월 11일,내야수(우투우타),177cm/84kg,순천북초-순천이수중-효천고-삼성-상무-삼성,11000만원,6800만원,14 삼성 2차 2라운드 17순위,14삼성
두산,53204,박민준,No. 26,2002년 10월 21일,포수(우투우타),183cm/95kg,아라초-마산동중-용마고-동강대,4000만원,3100만원,23 두산 8라운드 79순위,24두산
두산,51298,박성재,No. 15,2002년 11월 18일,포수(우투우타),186cm/98kg,가산초-개성중-부산고-두산-상무,3000만원,3100만원,21 두산 2차 8라운드 80순위,21두산
두산,68249,박신지,No. 49,1999년 07월 16일,투수(우투우타),185cm/75kg,목암초(의정부리틀)-영동중-경기고-두산-상무,14000만원,3200만원,18 두산 2차 1라운드 10순위,18두산
두산,65639,박정수,No. 12,1996년 01월 29일,투수(우언좌타),178cm/74kg,서울청구초-서울이수중-야탑고-KIA-경찰-KIA-NC,5000만원,5200만원,15 KIA 2차 7라운드 65순위,15KIA
두산,55252,박준순,No. 52,2006년 07월 13일,내야수(우투우타),180cm/80kg,배봉초(동대문구리틀)-청량중-덕수고,26000만원,3000만원,25 두산 1라운드 6순위,25두산
두산,66928,박준영,No. 16,1997년 08월 05일,내야수(우투우타),180cm/90kg,서울도곡초(남양주리틀)-잠신중-경기고-NC,20000만원,8500만원,16 NC 1차,16NC
두산,54213,박지호,No. 4,2003년 07월 02일,투수(좌투좌타),181cm/99kg,부성초(천안유소년리틀)-모가중-장안고-동강대,6000만원,3100만원,24 두산 5라운드 42순위,24두산
두산,50204,박지훈,No. 37,2000년 09월 07일,내야수(우투우타),183cm/80kg,김해삼성초-경남중-마산고,6000만원,3240만원,20 두산 2차 5라운드 49순위,20두산
두산,67266,박치국,No. 1,1998년 03월 10일,투수(우언우타),177cm/78kg,인천숭의초-인천신흥중-제물포고,14000만원,11000만원,17 두산 2차 1라운드 10순위,17두산
두산,51203,안재석,No. 62,2002년 02월 15일,내야수(우투좌타),185cm/75kg,성내초(강동구리틀)-배재중-서울고,20000만원,4300만원,21 두산 1차,21두산
두산,64153,양석환,No. 53,1991년 07월 15일,내야수(우투우타),185cm/90kg,백운초-신일중-신일고-동국대-LG-상무-LG,9000만원,30000만원,14 LG 2차 3라운드 28순위,14LG
두산,76232,양의지,No. 25,1987년 06월 05일,포수(우투우타),180cm/95kg,송정동초-무등중-진흥고-두산-경찰-두산-NC,3000만원,160000만원,06 두산 2차 8라운드 59순위,06두산
두산,55215,양재훈,No. 92,2003년 05월 01일,투수(우투우타),186cm/89kg,부산수영초-사직중-개성고-동의과학대,5000만원,3000만원,25 두산 7라운드 66순위,25두산
두산,54205,여동건,No. 5,2005년 08월 04일,내야수(우투우타),175cm/75kg,가동초-자양중-서울고,15000만원,3300만원,24 두산 2라운드 12순위,24두산
두산,50208,오명진,No. 6,2001년 09월 04일,내야수(우투좌타),179cm/79kg,대전신흥초-한밭중-세광고,5000만원,3100만원,20 두산 2차 6라운드 59순위,20두산
두산,52202,윤태호,No. 65,2003년 10월 10일,투수(우투우타),190cm/88kg,상인천초-동인천중-인천고,6000만원,3000만원,22 두산 2차 5라운드 49순위,22두산
두산,69205,이교훈,No. 7,2000년 05월 29일,투수(좌투좌타),181cm/83kg,구리초(남양주리틀)-청원중-서울고,8000만원,3800만원,19 두산 2차 3라운드 29순위,19두산
두산,52204,이병헌,No. 29,2003년 06월 04일,투수(좌투좌타),183cm/95kg,역삼초-영동중-서울고,27000만원,13000만원,22 두산 1차,22두산
두산,55224,이선우,No. 24,2006년 04월 04일,내야수(우투좌타),182cm/80kg,일산신일초(일산서구리틀)-충암중-충암고,7000만원,3000만원,25 두산 5라운드 46순위,25두산
두산,64805,이승진,No. 55,1995년 01월 07일,투수(우투우타),186cm/86kg,수원신곡초-매송중-야탑고-상무-SK,5000만원,4400만원,14 SK 2차 7라운드 73순위,16상무
두산,66291,이영하,No. 50,1997년 11월 01일,투수(우투우타),192cm/91kg,영일초-강남중-선린인터넷고,35000만원,18000만원,16 두산 1차,17두산
두산,67207,이유찬,No. 13,1998년 08월 05일,내야수(우투우타),175cm/68kg,동막초-천안북중-북일고-두산-상무,6000만원,10500만원,17 두산 2차 5라운드 50순위,17두산
두산,54236,임종성,No. 3,2005년 03월 03일,내야수(우투우타),183cm/90kg,본리초-대구중-경북고,10000만원,3100만원,24 두산 3라운드 22순위,24두산
두산,63202,장승현,No. 22,1994년 03월 07일,포수(우투우타),184cm/86kg,인천서림초-동산중-제물포고-두산-경찰,7000만원,4800만원,13 두산 4라운드 36순위,13두산
두산,55239,잭로그,No. 39,1996년 04월 23일,투수(좌투좌타),183cm/84kg,미국 Archbishop Moeller(고)-미국 Kentucky(대),100000달러,700000달러,25 두산 자유선발,25두산
두산,54214,전다민,No. 9,2001년 08월 21일,외야수(우투좌타),177cm/75kg,길동초-청원중-설악고-강릉영동대,6000만원,3500만원,24 두산 6라운드 52순위,24두산
두산,79231,정수빈,No. 31,1990년 10월 07일,외야수(좌투좌타),175cm/70kg,수원신곡초-수원북중-유신고-두산-경찰,6000만원,60000만원,09 두산 2차 5라운드 39순위,09두산
두산,50211,제환유,No. 93,2000년 09월 30일,투수(우투좌타),183cm/76kg,둔산초-공주중-공주고,10000만원,3000만원,20 두산 2차 2라운드 19순위,20두산
두산,66209,조수행,No. 51,1993년 08월 30일,외야수(우투좌타),178cm/73kg,노암초-경포중-강릉고-건국대-두산-상무,14000만원,20000만원,16 두산 2차 1라운드 5순위,16두산
두산,52208,천현재,No. 96,1999년 07월 05일,외야수(우투좌타),183cm/90kg,연제초(부산남구리틀)-신정중-부경고-성균관대,,3000만원,22 두산 육성선수,25두산
두산,55268,최민석,No. 68,2006년 07월 02일,투수(우투우타),188cm/84kg,중대초-양천중-서울고,15000만원,3000만원,25 두산 2라운드 16순위,25두산
두산,51264,최승용,No. 28,2001년 05월 11일,투수(좌투좌타),190cm/87kg,양오초-모가중-소래고,8000만원,8500만원,21 두산 2차 2라운드 20순위,21두산
두산,67263,최원준,No. 61,1994년 12월 21일,투수(우언우타),182cm/91kg,수유초-신일중-신일고-동국대,18000만원,22500만원,17 두산 1차,18두산
두산,50206,최종인,No. 40,2001년 05월 01일,투수(우투우타),185cm/84kg,해강초-센텀중-부산고,3000만원,3500만원,20 두산 2차 9라운드 89순위,24두산
두산,53259,최준호,No. 41,2004년 06월 03일,투수(우투우타),188cm/90kg,온양온천초-온양중-북일고,20000만원,5800만원,23 두산 1라운드 9순위,23두산
두산,52206,최지강,No. 42,2001년 07월 23일,투수(우투좌타),180cm/88kg,광주서석초-광주동성중-광주동성고-강릉영동대,,9500만원,22 두산 육성선수,22두산
두산,68362,추재현,No. 36,1999년 02월 22일,외야수(좌투좌타),178cm/85kg,경수초(성동구리틀)-건대부중-신일고-히어로즈-키움-롯데-상무-롯데,8000만원,6000만원,18 넥센 2차 3라운드 28순위,18넥센
두산,55208,케이브,No. 8,1992년 12월 04일,외야수(좌투좌타),183cm/90kg,미국 Kecoughtan(고),200000달러,800000달러,25 두산 자유선발,25두산
두산,55257,콜어빈,No. 57,1994년 01월 31일,투수(좌투좌타),193cm/102kg,미국 Servite(고)-미국 Oregon(대),200000달러,800000달러,25 두산 자유선발,25두산
두산,61643,홍건희,No. 17,1992년 09월 29일,투수(우투우타),187cm/97kg,화순초-화순중-화순고-KIA-상무-KIA,14000만원,30000만원,11 KIA 2라운드 9순위,11KIA
두산,55267,홍민규,No. 67,2006년 09월 11일,투수(우투좌타),183cm/87kg,서울논현초(용산구리틀)-대원중-야탑고,10000만원,3000만원,25 두산 3라운드 26순위,25두산
두산,66233,홍성호,No. 34,1997년 07월 15일,외야수(우투좌타),187cm/98kg,인헌초-선린중-선린인터넷고,7000만원,3300만원,16 두산 2차 4라운드 36순위,16두산
두산,55258,황희천,No. 58,2006년 11월 06일,투수(좌투좌타),190cm/93kg,부산수영초-개성중-충암고,8000만원,3000만원,25 두산 4라운드 36순위,25두산
키움,62925,강진성,No.,1993년 10월 19일,내야수(우투우타),176cm/89kg,가동초-잠신중-경기고-NC-경찰-NC-두산-SSG-키움,7000만원,5500만원,12 NC 4라운드 33순위,12NC
키움,54344,고영우,No. 44,2001년 06월 21일,내야수(우투우타),173cm/80kg,부산대연초(사상구리틀)-대동중-경남고-성균관대,7000만원,4500만원,24 키움 4라운드 39순위,24키움
키움,55371,권혁빈,No. 71,2005년 11월 04일,내야수(우투우타),185cm/75kg,칠성초-경상중-대구고,5000만원,3000만원,25 키움 7라운드 61순위,25키움
키움,53312,김건희,No. 12,2004년 11월 07일,포수(우투우타),186cm/96kg,대전신흥초-온양중-원주고,22000만원,5200만원,23 키움 1라운드 6순위,23키움
키움,53164,김동규,No. 99,2004년 07월 09일,투수(우투우타),194cm/100kg,서울청구초-영남중-성남고-LG,13000만원,3100만원,23 LG 2라운드 17순위,23LG
키움,66838,김동엽,No. 38,1990년 07월 24일,외야수(우투우타),186cm/101kg,천안남산초-천안북중-북일고-SK-삼성,,5000만원,16 SK 2차 9라운드 86순위,09시카고컵스
키움,53344,김동헌,No. 47,2004년 07월 15일,포수(우투우타),182cm/91kg,영문초(영등포구리틀)-충암중-충암고,15000만원,3800만원,23 키움 2라운드 12순위,23키움
키움,50304,김병휘,No. 23,2001년 02월 16일,내야수(우투우타),177cm/79kg,효제초-홍은중-장충고,7000만원,3500만원,20 키움 2차 4라운드 37순위,20키움
키움,55359,김서준,No. 59,2006년 12월 22일,투수(우투좌타),187cm/83kg,고양화정초(일산서구리틀)-원당중-충훈고,22000만원,3000만원,25 키움 1라운드 7순위,25키움
키움,66018,김선기,No. 49,1991년 09월 01일,투수(우투우타),187cm/98kg,석교초-세광중-세광고-상무-히어로즈,,8400만원,18 넥센 2차 1라운드 8순위,09시애틀
